Users,Bandwidth,Latency,SignalStrength,PacketLoss,Throughput,Jitter,EnergyConsumption,HandoverRate,MobilitySpeed,EdgeServerLoad,NetworkSlice,Congestion
5467,251,85.21,68,4.99,26.91,21.45,69.37,1.61,89,28,eMBB,Medium
959,1190,5.0,65,1.4,740.5,4.66,49.75,3.47,66,43,URLLC,Low
3956,1656,39.08,96,10.47,1352.15,23.26,100.37,7.95,75,87,eMBB,High
4238,1226,56.49,47,7.33,435.07,19.5,90.62,7.36,91,59,eMBB,High
2524,922,32.48,65,8.99,491.3,17.55,81.09,6.37,9,56,eMBB,High
1164,1401,25.53,36,5.66,451.47,15.12,71.57,8.2,85,55,eMBB,Medium
2317,769,42.47,49,8.79,291.28,20.73,79.68,7.65,101,65,URLLC,High
4117,654,64.3,91,12.25,431.46,32.12,93.04,10.58,107,66,eMBB,High
2359,1587,45.59,68,7.72,950.76,24.5,108.12,7.03,164,92,URLLC,High
5712,244,82.88,63,10.57,5.0,33.64,90.3,9.34,90,60,URLLC,High
3851,462,53.95,100,6.59,340.35,19.89,82.14,2.98,78,63,URLLC,High
2186,288,62.82,50,7.3,80.59,21.37,100.8,8.14,85,90,mMTC,High
468,1535,5.0,73,7.64,1037.51,14.76,47.42,10.83,106,37,URLLC,Medium
2904,1492,15.48,71,2.64,963.41,7.02,57.53,4.63,167,28,eMBB,Low
250,1663,5.0,55,8.11,846.58,15.84,47.29,9.35,100,36,eMBB,Medium
1234,303,42.73,78,6.34,193.0,13.7,63.25,8.7,107,57,eMBB,High
5699,82,69.31,53,1.36,5.0,17.06,69.88,0.71,59,28,URLLC,Medium
5655,451,80.58,42,8.77,34.2,25.99,96.18,6.98,47,60,eMBB,High
5266,1790,29.9,100,0.0,1658.35,4.41,60.84,1.56,116,16,URLLC,Low
5219,1549,44.06,75,8.03,953.53,24.36,73.17,11.61,105,38,URLLC,High
5794,690,78.04,95,8.33,465.15,23.74,89.29,9.74,146,52,eMBB,High
2884,195,65.16,60,3.09,41.89,16.81,90.68,1.32,32,78,mMTC,Medium
6236,1373,67.1,63,5.62,668.58,21.08,109.96,1.46,43,67,eMBB,Medium
5585,526,56.54,100,4.95,364.68,18.53,63.97,7.13,164,17,eMBB,Medium
4264,1471,32.92,53,4.78,641.97,14.76,79.84,4.14,111,51,URLLC,Medium
2446,1356,37.88,92,4.51,1139.48,14.52,95.63,0.42,88,85,URLLC,Low
5139,1420,38.14,91,5.68,1102.56,13.84,76.42,6.5,35,51,URLLC,Medium
4997,494,39.96,71,1.36,221.84,9.7,62.1,4.65,80,22,eMBB,Low
2350,1198,7.36,95,0.0,1079.35,1.29,58.51,1.21,87,35,eMBB,Low
160,971,7.39,64,5.48,589.06,10.53,32.45,9.62,148,27,mMTC,Low
5141,1127,44.39,59,8.82,487.53,27.16,84.98,10.98,129,51,mMTC,High
3110,1731,5.61,99,3.37,1587.81,9.41,74.9,9.08,30,60,URLLC,Low
4001,742,77.93,40,14.95,159.8,43.1,115.37,9.87,107,93,eMBB,High
1437,1153,12.96,52,0.37,561.79,3.65,42.69,2.6,29,25,URLLC,Low
1284,1605,5.01,44,0.0,674.1,4.47,38.24,3.16,171,12,eMBB,Low
4526,797,82.32,45,8.79,219.23,28.05,103.98,2.5,11,88,eMBB,High
1651,1601,5.0,99,4.94,1478.47,8.58,64.21,9.18,50,54,mMTC,Low
4533,1438,27.82,99,7.38,1222.74,16.39,58.78,11.38,120,31,eMBB,Low
1729,1182,19.68,86,6.34,919.59,13.33,53.28,8.6,176,32,mMTC,Low
1427,1685,9.36,65,9.32,974.51,17.61,78.89,10.58,151,68,eMBB,Medium
1626,1130,27.04,51,7.93,497.57,18.76,95.59,7.66,151,71,eMBB,High
1773,350,39.31,89,6.96,249.11,19.77,85.97,4.65,138,77,URLLC,High
1461,641,34.56,70,3.39,399.5,15.47,70.77,5.11,12,63,mMTC,Medium
1673,883,25.41,60,5.35,464.35,10.62,80.35,0.9,90,66,URLLC,Medium
2786,326,42.67,87,0.79,212.1,6.61,54.88,0.38,73,32,mMTC,Low
4470,1694,41.99,51,12.03,665.58,23.13,94.74,8.35,19,69,URLLC,High
5383,466,95.08,59,11.88,113.15,35.63,108.41,5.26,71,82,URLLC,High
2466,781,49.34,36,9.77,196.62,24.6,106.83,6.63,72,94,mMTC,High
3857,638,56.8,39,8.74,134.27,23.69,83.7,6.69,70,64,eMBB,High
2534,1052,54.3,38,10.05,302.93,24.58,105.64,3.33,77,89,URLLC,High
2093,1464,16.01,70,2.25,953.26,6.88,92.79,5.71,27,72,eMBB,Low
969,1063,7.0,40,5.64,380.99,10.07,78.17,5.65,129,65,mMTC,Medium
1114,1591,5.0,55,7.5,792.51,11.88,76.64,4.66,120,64,mMTC,Medium
2011,431,18.54,60,7.79,191.54,16.88,45.96,9.85,42,34,eMBB,Medium
702,1359,5.0,89,1.26,1179.26,1.9,36.62,5.41,7,35,URLLC,Low
3921,1325,39.2,73,7.4,809.58,21.95,83.35,7.24,12,58,mMTC,Medium
5995,832,84.45,67,10.27,359.86,32.33,103.24,10.75,110,72,eMBB,High
790,860,16.88,48,7.56,367.04,15.19,58.97,10.39,34,54,URLLC,High
593,1104,28.24,90,9.68,898.62,22.06,79.73,10.69,22,82,mMTC,High
589,625,43.01,55,7.87,306.48,17.11,90.82,3.24,45,88,eMBB,High
2656,1549,16.27,80,2.52,1146.78,9.64,63.0,0.42,14,48,URLLC,Low
4585,158,75.41,50,9.81,5.0,31.82,105.65,3.13,129,74,eMBB,High
394,1339,13.77,50,3.46,640.35,6.77,80.25,3.34,60,78,mMTC,Low
5588,413,87.06,63,11.81,94.88,33.49,96.73,10.91,114,65,mMTC,High
4127,968,32.19,42,4.19,289.19,10.9,54.98,7.79,63,18,mMTC,Medium
2943,1452,53.33,37,5.66,438.33,16.4,97.94,0.98,51,79,URLLC,High
3012,1201,33.58,53,1.75,551.95,5.63,67.11,1.62,163,37,mMTC,Low
1817,1185,5.0,100,2.2,1117.85,1.76,55.8,1.87,68,54,mMTC,Low
2696,581,26.44,56,7.39,237.92,12.03,64.9,7.57,66,35,eMBB,Medium
4844,1580,58.31,80,9.04,1047.68,25.14,71.39,8.82,174,37,mMTC,High
1973,844,26.8,47,6.51,325.84,15.62,67.79,10.32,82,49,eMBB,Medium
4763,1000,18.11,67,6.25,516.03,16.45,59.08,11.29,1,24,URLLC,Medium
3358,629,37.98,39,0.96,159.4,10.44,52.2,2.42,171,15,eMBB,Low
2917,93,33.41,61,1.96,5.0,7.88,61.81,3.72,77,36,eMBB,Low
544,471,23.47,58,2.55,253.77,8.06,50.15,2.88,27,47,eMBB,Low
3741,1450,20.95,97,5.38,1249.92,15.12,101.64,4.31,53,77,URLLC,Low
4558,389,64.44,82,12.12,172.81,31.31,104.97,10.98,66,84,eMBB,High
6366,465,102.59,97,11.96,246.95,39.14,130.0,6.9,163,94,URLLC,High
5407,1312,77.29,46,12.08,407.59,33.24,104.0,8.86,101,73,eMBB,High
841,1460,5.0,62,2.5,865.32,5.23,55.64,5.88,119,39,eMBB,Low
2141,1053,36.15,78,6.56,722.92,17.83,99.02,0.35,152,91,URLLC,Medium
779,1704,5.0,77,0.4,1288.23,0.88,19.81,0.77,47,12,mMTC,Low
2567,1671,30.2,51,6.75,740.1,19.04,88.12,6.46,166,71,eMBB,Medium
3797,1197,30.24,74,4.57,757.12,11.48,47.61,8.63,46,21,URLLC,Low
5838,1196,53.92,83,2.61,825.14,14.37,75.71,2.58,20,39,mMTC,Low
5768,419,93.59,91,9.57,206.68,36.68,130.0,8.66,157,94,URLLC,High
1458,676,25.35,98,7.38,585.29,17.73,68.08,9.73,91,47,eMBB,Medium
6335,1548,81.01,91,10.34,1128.92,30.57,126.9,4.94,158,94,eMBB,High
162,836,28.85,77,6.39,605.39,16.75,74.77,8.96,120,69,mMTC,Medium
2659,1125,36.98,57,3.36,556.82,17.23,65.45,4.85,115,47,eMBB,Low
5358,370,72.61,61,5.87,80.71,23.13,61.26,8.14,153,24,mMTC,High
3869,1588,31.57,92,5.53,1296.91,16.67,59.35,9.17,149,27,URLLC,Low
5424,385,83.17,71,9.47,116.18,31.08,100.41,11.9,148,61,mMTC,High
4451,713,42.72,40,6.99,157.31,20.12,73.44,4.14,0,38,mMTC,High
234,1231,11.06,99,5.93,1152.62,11.92,75.24,4.93,164,69,mMTC,Low
3744,704,41.3,40,4.17,178.21,12.49,62.14,1.99,76,30,eMBB,Medium
5070,1018,46.88,84,3.82,701.15,15.68,63.63,2.45,84,26,mMTC,Low
5017,1376,36.4,56,6.22,605.19,14.68,68.52,8.32,45,27,eMBB,Medium
2235,927,44.11,59,10.78,441.92,25.64,88.7,11.0,136,66,URLLC,High
3378,521,39.27,85,2.44,349.4,15.04,68.44,4.74,144,46,URLLC,Medium
922,582,28.81,82,6.21,429.49,15.6,72.03,2.16,46,69,mMTC,Medium
3174,209,34.45,99,2.45,123.34,8.52,68.26,3.42,58,47,mMTC,Low
5169,1235,39.43,94,3.07,1001.98,12.8,57.77,5.46,53,21,mMTC,Low
3081,676,63.32,80,11.16,413.48,29.26,95.85,3.49,85,84,eMBB,High
5973,1585,68.57,70,7.47,891.11,25.26,120.4,2.8,11,93,eMBB,High
220,941,12.63,92,8.54,798.61,14.44,76.25,8.83,5,82,URLLC,High
1737,1493,5.0,72,0.0,1031.54,2.46,27.34,0.09,52,10,eMBB,Low
5560,672,80.26,45,7.51,144.47,27.46,101.92,6.47,143,67,eMBB,High
5203,1078,42.93,46,4.95,345.35,14.14,65.99,9.53,89,12,eMBB,Medium
1024,404,44.7,76,8.87,258.74,23.84,73.57,3.19,4,72,eMBB,High
744,1172,5.0,73,4.72,803.31,12.79,45.06,7.24,72,30,eMBB,Low
2132,1763,5.0,45,5.11,706.27,8.0,60.48,8.03,173,32,eMBB,Low
2861,527,9.28,70,2.89,288.49,8.1,46.02,7.86,13,18,eMBB,Low
2168,1631,22.67,86,7.14,1265.0,17.05,103.15,5.35,171,92,eMBB,Medium
341,898,14.11,65,5.29,549.44,12.34,71.04,4.16,105,64,mMTC,Medium
2768,1720,13.66,67,6.14,1024.24,14.7,47.08,10.03,51,28,eMBB,Low
5815,1268,65.53,47,12.3,389.5,32.15,102.74,9.1,115,71,eMBB,High
902,1591,7.75,52,2.27,789.12,5.56,54.92,3.86,25,48,URLLC,Low
5159,788,75.14,75,5.08,437.01,22.36,104.85,1.24,52,85,eMBB,High
4264,1529,31.05,92,2.92,1265.85,8.84,58.28,0.86,108,36,mMTC,Low
5348,344,71.09,90,7.72,155.98,26.84,85.89,1.13,28,55,mMTC,High
295,691,10.83,58,6.42,371.96,12.14,41.03,6.99,18,43,eMBB,Medium
2287,1445,7.55,65,3.24,856.72,10.53,63.62,0.62,46,42,eMBB,Low
3615,911,28.46,89,4.13,692.51,11.13,88.72,4.04,135,59,mMTC,Low
2430,1381,5.07,44,5.98,516.61,8.44,45.83,9.04,22,29,mMTC,Medium
2459,753,24.46,94,3.49,625.76,12.58,67.63,3.53,116,49,URLLC,Low
4941,1542,60.3,36,10.38,383.58,27.01,109.61,9.16,105,67,URLLC,High
3706,236,65.66,49,10.99,12.4,28.08,72.57,8.95,162,40,eMBB,High
5884,1525,52.52,37,7.35,382.59,22.72,91.51,2.95,52,47,mMTC,High
376,330,55.16,77,9.76,224.03,29.19,101.34,8.75,95,95,eMBB,High
160,957,5.0,65,3.67,599.03,8.61,47.85,8.97,4,54,mMTC,Low
3490,1712,5.0,90,2.96,1415.54,4.79,64.81,4.77,15,50,URLLC,Low
2013,609,8.53,97,0.0,540.4,1.79,35.89,2.53,16,18,URLLC,Low
6295,406,86.75,49,7.02,29.93,26.97,80.93,6.26,159,18,URLLC,High
4027,1040,62.14,44,9.93,319.06,31.39,96.69,11.06,101,72,eMBB,High
6396,974,91.79,72,13.24,464.01,38.16,130.0,7.68,179,88,eMBB,High
5968,176,94.47,81,9.0,5.0,32.5,114.37,2.08,19,86,eMBB,High
5530,592,74.22,91,8.06,364.29,27.4,62.74,8.19,111,31,eMBB,High
6033,295,63.6,84,6.42,83.72,20.04,76.43,5.13,119,25,mMTC,High
2691,1235,27.56,49,6.66,504.29,15.9,64.71,7.1,110,41,eMBB,Medium
666,1363,14.47,52,9.06,638.6,17.65,77.55,8.81,0,75,eMBB,High
4035,204,56.4,36,8.51,5.0,27.37,52.5,6.18,57,23,mMTC,High
1671,1185,11.92,77,6.11,824.22,12.92,57.97,9.77,92,47,mMTC,Medium
4817,1386,35.02,60,6.56,665.71,16.7,55.86,8.67,171,17,mMTC,Medium
6221,1786,32.45,72,3.46,1093.32,11.43,64.52,7.38,5,30,mMTC,Low
1300,138,47.0,76,4.7,68.27,16.32,74.42,1.81,107,65,eMBB,Medium
4509,1647,48.54,39,13.28,458.52,31.24,91.74,10.03,102,55,eMBB,High
2954,240,69.74,45,12.25,23.12,35.23,72.19,11.23,49,52,mMTC,High
2995,363,35.46,99,2.6,276.71,12.76,68.19,1.64,117,55,URLLC,Low
6340,185,106.82,68,9.73,5.0,33.79,93.83,5.86,109,57,eMBB,High
1336,1208,29.79,35,6.42,366.78,18.41,90.85,3.11,87,79,mMTC,High
236,1542,12.38,36,10.05,502.73,20.82,90.89,9.05,19,93,eMBB,High
1129,307,29.25,54,6.13,129.09,15.58,52.5,8.66,13,40,eMBB,Medium
2256,1685,13.48,95,1.95,1518.34,2.79,66.57,1.69,132,42,URLLC,Low
2694,397,64.18,55,10.92,131.13,30.54,80.67,10.52,168,53,URLLC,High
761,1567,23.03,46,5.38,669.48,12.58,84.63,2.17,39,80,URLLC,Medium
2572,881,15.39,56,5.53,406.32,13.28,51.44,9.57,33,17,eMBB,Medium
2777,1702,47.53,54,8.73,782.79,24.69,98.83,5.48,123,82,mMTC,High
2408,953,9.31,35,1.36,269.57,6.63,48.78,3.94,44,11,eMBB,Low
186,551,5.0,64,1.66,343.11,1.6,41.88,1.9,79,26,eMBB,Low
2612,1159,30.89,58,5.49,576.17,19.17,77.82,2.01,70,61,mMTC,Medium
6319,704,82.64,48,12.1,145.87,37.24,104.27,7.94,154,54,mMTC,High
3042,92,52.72,70,7.1,5.0,22.99,67.64,6.61,77,46,mMTC,High
2873,1543,29.79,58,2.45,804.84,13.36,67.18,1.47,77,51,mMTC,Low
2604,1121,36.32,94,2.49,966.77,11.41,73.26,1.35,171,53,URLLC,Low
5504,773,70.89,89,4.33,525.55,22.19,108.08,0.87,32,90,URLLC,High
3410,1052,28.22,58,8.31,482.66,19.55,71.63,8.93,32,47,eMBB,High
1800,192,15.59,58,1.29,65.16,6.68,39.19,8.54,43,15,eMBB,Low
3770,308,61.88,88,6.6,161.88,24.68,91.74,0.7,19,77,eMBB,High
2800,250,44.27,60,9.16,68.55,25.66,82.02,6.72,110,60,eMBB,High
3729,374,46.66,100,0.0,280.77,5.37,72.58,1.02,163,44,URLLC,Low
4690,268,65.41,72,12.64,55.38,32.43,94.78,10.84,6,67,URLLC,High
1747,505,48.21,99,10.66,411.86,29.14,77.71,10.89,159,66,eMBB,High
6138,1056,82.97,85,10.04,669.05,33.0,117.27,8.38,166,82,eMBB,High
5264,1182,41.36,69,4.95,650.34,15.76,57.65,11.11,23,15,URLLC,Medium
5620,737,53.84,77,5.49,401.03,20.04,64.16,9.74,69,22,eMBB,Medium
3418,998,46.15,63,8.33,499.64,20.26,82.36,9.94,111,68,mMTC,High
3787,1285,54.05,71,11.57,729.71,30.97,111.95,6.84,103,95,URLLC,High
696,578,5.0,92,1.07,509.62,3.46,42.92,3.67,53,39,URLLC,Low
4645,841,49.5,88,3.23,604.03,14.57,46.55,2.61,37,11,URLLC,Low
584,945,24.88,73,4.73,648.06,12.16,70.15,3.93,73,67,mMTC,Medium
745,905,13.45,76,5.18,639.48,11.69,45.5,7.54,79,45,eMBB,Low
3189,150,55.58,62,3.88,10.27,16.05,90.08,2.07,31,81,URLLC,High
5825,327,74.92,63,4.48,52.69,20.45,86.98,3.1,44,54,URLLC,High
4857,225,45.36,77,6.02,43.13,21.98,55.56,5.62,60,18,eMBB,Medium
4953,1721,53.71,37,6.79,476.91,18.04,109.37,2.8,52,74,mMTC,High
4484,1399,57.63,44,10.5,449.6,25.09,108.36,7.06,127,86,mMTC,High
820,661,20.63,93,10.54,540.24,23.19,65.17,11.08,178,59,URLLC,High
4833,549,76.42,48,11.73,116.94,31.26,115.19,8.98,75,88,mMTC,High
6478,1609,44.47,81,6.09,1075.2,14.35,77.52,8.0,26,41,mMTC,Medium
598,272,31.74,76,7.93,178.11,21.22,62.67,6.99,165,52,URLLC,High
4829,1171,63.25,66,9.07,593.72,29.32,114.27,5.86,61,87,mMTC,High
1773,573,44.02,66,5.36,316.96,14.42,68.94,2.24,17,63,URLLC,Medium
6226,131,98.71,76,12.93,5.0,36.16,98.65,10.74,126,56,URLLC,High
3167,961,20.83,66,1.98,544.62,4.68,52.42,2.98,108,23,URLLC,Low
214,442,26.05,60,4.5,249.9,10.94,58.19,1.1,102,57,mMTC,Medium
3079,996,41.25,35,9.2,244.9,26.89,86.71,9.0,76,64,eMBB,High
4869,553,53.98,90,4.72,356.4,16.88,74.44,2.11,116,38,mMTC,Medium
1836,600,44.79,36,7.25,157.05,22.05,80.3,4.46,103,56,mMTC,High
5453,1534,70.08,64,5.18,803.06,22.86,115.06,0.34,157,72,eMBB,Medium
3711,1401,12.19,86,0.67,1105.36,5.98,52.48,1.64,48,28,mMTC,Low
2353,1538,5.0,43,0.0,602.52,0.5,47.25,2.08,168,18,eMBB,Low
2394,1799,13.74,56,3.85,915.27,9.0,68.36,0.65,115,46,eMBB,Low
3730,770,60.04,68,6.5,401.99,21.42,85.85,7.88,140,61,URLLC,High
246,1301,5.0,83,5.33,1025.72,11.04,75.22,10.04,161,66,eMBB,Low
6361,1231,72.4,35,6.11,249.89,25.85,86.92,4.48,99,37,mMTC,High
4082,611,57.01,87,5.51,405.11,23.99,74.47,10.49,124,45,mMTC,High
3553,1514,27.98,74,5.37,981.4,13.38,92.61,2.56,24,73,URLLC,Medium
4607,919,53.2,79,4.38,584.34,17.3,64.75,3.9,127,27,eMBB,Low
5883,1168,73.24,43,4.76,335.24,23.01,89.51,1.81,99,44,eMBB,Medium
2510,1797,47.2,56,7.84,877.82,23.05,96.24,7.45,145,77,URLLC,High
5728,320,104.99,52,9.78,9.64,38.95,115.35,5.04,4,87,mMTC,High
236,1472,5.0,77,5.73,1073.42,10.43,45.87,7.36,18,48,URLLC,Low
3460,615,46.18,73,3.43,349.62,13.35,59.09,9.14,169,17,eMBB,Medium
3105,1487,48.89,40,8.97,472.71,26.8,100.26,6.55,17,89,URLLC,High
3652,1534,46.26,82,6.62,1097.19,20.19,117.09,7.53,120,93,URLLC,High
118,162,15.18,41,8.25,58.9,17.84,35.9,11.22,31,24,mMTC,High
2342,1061,5.0,50,1.12,467.0,2.66,43.85,3.59,148,16,eMBB,Low
6155,1030,40.78,35,5.54,189.98,18.61,74.2,4.31,9,26,mMTC,Medium
6418,690,79.36,71,13.59,273.97,35.66,128.93,8.61,36,95,URLLC,High
5197,653,95.36,71,13.65,280.97,39.45,130.0,7.34,176,95,mMTC,High
548,365,31.16,98,2.21,337.41,4.07,66.92,2.14,85,73,eMBB,Low
2048,1068,5.0,96,1.63,960.15,2.42,35.61,4.51,12,21,URLLC,Low
1045,1637,31.76,95,8.66,1416.8,22.3,98.38,5.61,144,91,mMTC,Medium
5573,538,80.43,67,9.23,193.41,30.26,98.78,5.03,8,65,eMBB,High
5718,1315,39.89,100,4.46,1123.18,12.91,90.6,2.14,87,55,mMTC,Low
4336,205,75.07,64,7.94,14.12,29.87,95.6,11.09,171,56,URLLC,High
2020,1516,21.54,54,10.45,696.85,21.92,95.57,9.15,45,88,eMBB,High
3077,1602,13.23,94,1.21,1413.77,7.83,42.34,5.78,135,25,eMBB,Low
4288,504,75.79,58,11.67,156.69,35.19,103.6,8.16,118,78,URLLC,High
4115,633,41.42,38,8.36,120.91,22.04,63.18,10.77,164,11,eMBB,High
338,689,26.81,71,4.53,462.27,16.2,64.0,1.63,18,63,URLLC,Medium
304,1646,5.0,38,2.61,604.28,4.59,49.34,3.0,173,36,eMBB,Low
2707,1261,21.22,52,7.39,547.66,14.19,69.99,6.51,93,40,URLLC,Medium
5652,191,67.73,100,9.09,35.23,30.84,84.54,9.59,25,50,eMBB,High
4440,481,66.09,82,3.92,270.54,19.77,73.64,0.44,45,45,mMTC,Medium
5027,201,86.24,67,10.12,5.0,35.51,93.11,11.81,117,56,mMTC,High
3488,352,46.03,92,5.99,220.47,20.23,67.67,5.46,45,52,mMTC,Medium
3072,1397,24.54,62,8.99,724.45,22.99,87.39,4.31,13,74,URLLC,High
4490,477,58.82,69,3.69,206.76,15.84,87.8,3.51,84,59,eMBB,Medium
2787,550,22.8,44,2.65,166.98,8.23,44.94,2.09,62,10,mMTC,Low
5051,1064,65.89,99,11.26,828.24,30.6,102.58,9.5,71,81,eMBB,High
6260,1310,67.02,76,13.61,726.18,34.83,99.24,11.46,2,66,eMBB,High
4266,1213,25.82,43,5.22,392.25,10.39,65.55,4.96,27,25,eMBB,Low
5488,1543,47.54,94,7.83,1218.58,22.2,85.55,11.43,124,37,URLLC,Medium
1448,1381,31.69,49,11.43,576.04,26.72,101.13,9.89,156,95,mMTC,High
4500,1671,44.79,91,7.24,1316.37,19.01,111.74,5.77,86,91,URLLC,Medium
5226,648,52.48,56,8.91,205.29,22.77,68.65,8.09,145,31,eMBB,High
5533,1585,37.01,98,2.05,1388.44,9.87,87.48,5.22,162,50,eMBB,Low
916,1217,14.07,75,6.12,843.3,14.51,85.14,6.7,76,85,mMTC,Medium
5322,976,44.53,90,2.11,729.9,9.45,70.29,0.7,75,28,eMBB,Low
920,899,19.96,57,9.03,450.87,23.61,67.89,8.36,174,59,URLLC,High
292,932,31.37,59,3.84,524.98,9.58,67.48,0.63,113,68,eMBB,Low
1876,1580,23.64,40,8.41,540.81,17.41,99.54,9.81,132,78,mMTC,High
3745,789,44.39,68,7.57,409.05,23.13,67.88,9.9,74,43,URLLC,High
4724,400,68.18,97,3.97,257.06,20.96,76.79,2.84,58,48,eMBB,Medium
6414,258,104.77,43,9.77,5.0,37.23,121.8,3.88,58,83,eMBB,High
350,976,5.0,94,0.91,901.73,1.08,20.77,5.78,46,16,URLLC,Low
1888,298,42.46,83,6.19,187.38,17.17,69.72,7.16,94,61,URLLC,High
3800,868,51.17,85,2.88,625.09,12.39,97.31,3.45,140,69,eMBB,Medium
6222,1631,45.93,94,7.18,1285.86,19.83,99.41,7.11,77,61,mMTC,Medium
2563,571,62.97,71,8.77,311.71,27.01,100.8,3.57,112,88,eMBB,High
5599,140,70.95,65,5.97,5.0,21.2,75.05,0.67,108,33,eMBB,Medium
1267,1157,13.77,75,1.82,822.91,2.08,51.12,0.03,105,35,mMTC,Low
6268,1783,39.04,96,2.05,1525.74,12.85,65.22,1.21,88,19,eMBB,Low
3993,617,35.35,92,6.13,438.82,16.42,58.36,9.51,32,26,URLLC,Medium
1196,927,45.95,48,9.08,381.39,25.2,93.73,11.54,96,87,eMBB,High
2779,1067,7.78,70,2.23,663.55,4.57,40.75,5.12,78,11,eMBB,Low
1947,144,58.86,70,9.02,44.55,27.01,93.7,6.15,15,86,mMTC,High
4004,1715,30.34,42,4.79,591.45,18.26,70.88,1.76,43,36,eMBB,Low
604,665,32.79,60,8.88,354.37,18.71,91.77,6.61,119,82,mMTC,High
1721,250,51.16,70,5.52,123.92,17.04,90.53,1.74,133,80,eMBB,High
2572,1376,26.58,82,9.2,977.52,18.62,72.28,7.33,107,57,eMBB,Medium
2646,614,75.5,62,13.79,270.78,41.24,98.5,11.2,142,83,eMBB,High
1487,1494,5.0,96,0.32,1393.24,1.41,32.52,2.35,3,18,URLLC,Low
3094,772,51.66,85,10.97,518.86,29.72,104.68,9.17,55,95,eMBB,High
3916,1430,32.63,76,1.34,976.76,2.86,70.27,0.28,63,32,mMTC,Low
5418,187,98.96,63,9.65,5.0,34.97,115.05,4.51,161,80,URLLC,High
817,1265,31.92,44,2.01,526.85,8.44,84.1,1.33,94,82,mMTC,Low
3584,893,45.14,73,2.83,546.92,15.71,63.58,4.23,55,36,eMBB,Low
4534,1084,53.06,35,6.69,244.9,22.24,120.71,2.08,31,90,mMTC,High
758,531,41.79,73,8.17,342.29,20.57,90.67,4.48,115,93,mMTC,High
5157,1309,58.1,55,5.63,557.25,23.19,103.36,5.01,8,80,mMTC,High
4108,669,42.58,99,3.15,542.22,16.36,76.82,3.61,104,52,mMTC,Low
4624,1119,21.0,49,3.74,415.62,13.15,53.93,7.88,77,16,mMTC,Low
5094,406,87.23,38,14.24,8.62,41.43,120.2,11.03,160,92,URLLC,High
4334,687,61.55,94,7.48,497.18,23.24,88.46,4.81,86,72,eMBB,High
3864,738,54.35,95,5.16,574.35,19.02,106.11,2.31,20,93,eMBB,Medium
3089,81,50.75,54,4.58,5.0,16.09,78.01,3.25,54,53,mMTC,Medium
4737,1113,53.57,44,8.39,337.06,24.35,80.49,10.25,75,48,URLLC,High
2204,513,34.39,68,5.49,277.78,14.33,68.43,6.86,129,49,mMTC,Medium
1355,204,31.69,82,2.91,129.35,10.31,36.83,5.46,140,16,URLLC,Low
2582,1184,37.39,67,7.27,680.67,23.38,90.48,1.8,125,79,eMBB,Medium
483,564,21.27,95,1.49,517.07,6.98,46.68,5.4,131,34,eMBB,Low
2707,731,49.33,44,9.4,228.77,24.0,88.36,3.34,83,68,URLLC,High
293,1253,5.0,88,3.19,1066.0,4.12,37.75,11.32,177,22,eMBB,Low
3907,879,57.85,99,12.44,682.32,31.36,113.98,10.61,114,95,eMBB,High
3819,952,77.11,35,7.3,217.46,27.78,120.77,1.01,47,90,URLLC,High
2681,1443,55.21,39,8.63,455.27,24.88,107.41,6.2,122,95,eMBB,High
2665,208,54.65,49,8.62,27.97,24.38,85.19,2.7,77,71,URLLC,High
2863,517,26.41,62,3.22,240.36,11.08,49.52,4.93,29,17,eMBB,Low
2898,830,17.47,57,8.02,369.03,17.57,75.76,10.52,28,54,mMTC,High
6428,580,65.89,51,6.08,120.11,23.61,79.07,6.33,135,27,eMBB,High
6091,1161,74.02,47,7.13,360.97,26.91,109.14,4.01,139,69,URLLC,High
2439,1301,24.17,48,4.65,539.31,12.08,83.15,2.49,40,69,eMBB,Medium
3506,290,47.01,45,1.58,41.13,10.87,42.84,9.6,25,11,eMBB,Medium
831,981,6.14,62,3.83,568.03,7.62,72.02,7.49,49,75,eMBB,Medium
6359,124,57.51,76,5.44,5.0,20.72,69.38,5.62,1,23,URLLC,High
2972,1200,29.11,95,5.1,1017.25,16.15,64.69,2.61,54,57,URLLC,Low
3220,1382,32.88,98,6.69,1198.35,16.62,79.31,4.01,103,65,eMBB,Low
4880,614,41.72,65,6.01,257.11,17.4,55.2,11.52,13,21,URLLC,High
4277,1513,67.34,44,9.1,508.31,25.96,104.81,6.24,133,64,mMTC,High
2704,540,48.65,42,2.2,155.04,9.51,64.73,4.81,127,37,mMTC,Medium
2482,470,37.65,55,3.74,188.39,10.66,43.11,6.26,103,13,eMBB,Low
631,1147,5.0,93,6.53,992.89,9.99,47.82,9.35,94,45,URLLC,Medium
6179,106,84.17,84,6.92,5.0,25.58,99.67,4.08,80,59,eMBB,High
4416,873,29.51,64,0.83,444.46,7.64,61.22,2.14,60,12,eMBB,Low
734,1200,5.0,51,3.17,577.48,4.15,26.8,7.02,11,10,mMTC,Low
1869,1054,13.37,54,6.95,489.47,14.26,42.79,7.98,12,26,eMBB,Medium
3904,627,66.33,82,9.43,376.14,29.65,94.76,8.55,146,80,URLLC,High
2470,700,61.37,36,11.64,165.81,29.17,96.62,10.58,171,71,URLLC,High
